acc,loss,sensitivity,specificity
28.9764404296875,0.9005218148231506,0.45092493295669556,0.8720476627349854
10.483551025390625,0.8994419574737549,0.4989451467990875,0.7051403522491455
28.679656982421875,0.9884737730026245,0.08774746209383011,0.7315838932991028
36.90223693847656,0.8064749240875244,0.36883053183555603,0.9090099930763245
43.042755126953125,0.9634573459625244,0.007686807308346033,0.9030715227127075
57.598876953125,0.9793829917907715,0.0,0.8912003636360168
28.9764404296875,0.9005218148231506,0.45092493295669556,0.8720476627349854
10.483551025390625,0.8994419574737549,0.4989451467990875,0.7051403522491455
10.483551025390625,0.8994419574737549,0.4989451467990875,0.7051403522491455
43.042755126953125,0.9634573459625244,0.007686807308346033,0.9030715227127075
26.531982421875,0.9216638803482056,0.0,0.9213899374008179
10.483551025390625,0.8994419574737549,0.4989451467990875,0.7051403522491455
34.215545654296875,0.9750405550003052,0.0,0.985858142375946
60.06584167480469,0.9796136021614075,0.0,0.9340826869010925
28.679656982421875,0.9884737730026245,0.08774746209383011,0.7315838932991028
27.452468872070312,0.9028970003128052,0.384837806224823,0.7746627330780029
41.336822509765625,0.9746559858322144,0.0024477806873619556,0.9189581871032715
57.598876953125,0.9793829917907715,0.0,0.8912003636360168
10.483551025390625,0.8994419574737549,0.4989451467990875,0.7051403522491455
31.34305853592722,0.9326961887510199,0.22860843460320643,0.8297615961024636
15.986505206995458,0.04744532334300273,0.22455603860416487,0.0972574857775691
